fsw004.p002.f02,FSW,,,fsw004.p002.f02,FSW
fsw004.p003.f02,FSW,,,fsw004.p003.f02,FSW
fsw004.p004.f02,FSW,,,fsw004.p004.f02,FSW
rsw.f02,RSW,,,rsw.f02,RSW
fa001-uu001.f01,FAUU,,,fa001-uu001.f03,FAUU
fa001-uu002.f01,FAUU,,,fa001-uu002.f03,FAUU
fa002-uu001.f01,FAUU,,,fa002-uu001.f03,FAUU
fa002-uu002.f01,FAUU,,,fa002-uu002.f03,FAUU
fa003-uu001.f01,FAUU,,,fa003-uu001.f03,FAUU
fa003-uu002.f01,FAUU,,,fa003-uu002.f03,FAUU
fa004-uu001.f01,FAUU,,,fa004-uu001.f03,FAUU
fa004-uu002.f01,FAUU,,,fa004-uu002.f03,FAUU
fa001-du001.f01,FADU,,,fa001-du001.f01,FADU
fa001-du002.f01,FADU,,,fa001-du002.f01,FADU
fa002-du001.f01,FADU,,,fa002-du001.f01,FADU
fa002-du002.f01,FADU,,,fa002-du002.f01,FADU
fa003-du001.f01,FADU,,,fa003-du001.f01,FADU
fa003-du002.f01,FADU,,,fa003-du002.f01,FADU
fa004-du001.f01,FADU,,,fa004-du001.f01,FADU
fa004-du002.f01,FADU,,,fa004-du002.f01,FADU
fa001-uu001.f02,FAUU,,,fa001-uu001.f02,FAUU
fa001-uu002.f02,FAUU,,,fa001-uu002.f02,FAUU
fa002-uu001.f02,FAUU,,,fa002-uu001.f02,FAUU
fa002-uu002.f02,FAUU,,,fa002-uu002.f02,FAUU
fa003-uu001.f02,FAUU,,,fa003-uu001.f02,FAUU
fa003-uu002.f02,FAUU,,,fa003-uu002.f02,FAUU
fa004-uu001.f02,FAUU,,,fa004-uu001.f02,FAUU
fa004-uu002.f02,FAUU,,,fa004-uu002.f02,FAUU
fa001-du001.f02,FADU,,,fa001-du001.f02,FADU
fa001-du002.f02,FADU,,,fa001-du002.f02,FADU
fa002-du001.f02,FADU,,,fa002-du001.f02,FADU
fa002-du002.f02,FADU,,,fa002-du002.f02,FADU
fa003-du001.f02,FADU,,,fa003-du001.f02,FADU
fa003-du002.f02,FADU,,,fa003-du002.f02,FADU
fa004-du001.f02,FADU,,,fa004-du001.f02,FADU
fa004-du002.f02,FADU,,,fa004-du002.f02,FADU
