fa004.uu003.f03,FAUU,,,fa004.uu003.f07,FAUU
fa004.uu003.f04,FAUU,,,fa004.uu003.f08,FAUU
fa004.uu004.f01,FAUU,,,fa004.uu004.f05,FAUU
fa004.uu004.f02,FAUU,,,fa004.uu004.f06,FAUU
fa004.uu004.f03,FAUU,,,fa004.uu004.f07,FAUU
fa004.uu004.f04,FAUU,,,fa004.uu004.f08,FAUU
fa001.du001.f01,FADU,,,fa001.du001.f05,FADU
fa001.du001.f02,FADU,,,fa001.du001.f06,FADU
fa001.du001.f03,FADU,,,fa001.du001.f07,FADU
fa001.du001.f04,FADU,,,fa001.du001.f08,FADU
fa001.du002.f01,FADU,,,fa001.du002.f05,FADU
fa001.du002.f02,FADU,,,fa001.du002.f06,FADU
fa001.du002.f03,FADU,,,fa001.du002.f07,FADU
fa001.du002.f04,FADU,,,fa001.du002.f08,FADU
fa001.du003.f01,FADU,,,fa001.du003.f05,FADU
fa001.du003.f02,FADU,,,fa001.du003.f06,FADU
fa001.du003.f03,FADU,,,fa001.du003.f07,FADU
fa001.du003.f04,FADU,,,fa001.du003.f08,FADU
fa001.du004.f01,FADU,,,fa001.du004.f05,FADU
fa001.du004.f02,FADU,,,fa001.du004.f06,FADU
fa001.du004.f03,FADU,,,fa001.du004.f07,FADU
fa001.du004.f04,FADU,,,fa001.du004.f08,FADU
fa002.du001.f01,FADU,,,fa002.du001.f05,FADU
fa002.du001.f02,FADU,,,fa002.du001.f06,FADU
fa002.du001.f03,FADU,,,fa002.du001.f07,FADU
fa002.du001.f04,FADU,,,fa002.du001.f08,FADU
fa002.du002.f01,FADU,,,fa002.du002.f05,FADU
fa002.du002.f02,FADU,,,fa002.du002.f06,FADU
fa002.du002.f03,FADU,,,fa002.du002.f07,FADU
fa002.du002.f04,FADU,,,fa002.du002.f08,FADU
fa002.du003.f01,FADU,,,fa002.du003.f05,FADU
fa002.du003.f02,FADU,,,fa002.du003.f06,FADU
fa002.du003.f03,FADU,,,fa002.du003.f07,FADU
fa002.du003.f04,FADU,,,fa002.du003.f08,FADU
fa002.du004.f01,FADU,,,fa002.du004.f05,FADU
fa002.du004.f02,FADU,,,fa002.du004.f06,FADU
fa002.du004.f03,FADU,,,fa002.du004.f07,FADU
fa002.du004.f04,FADU,,,fa002.du004.f08,FADU
fa003.du001.f01,FADU,,,fa003.du001.f05,FADU
fa003.du001.f02,FADU,,,fa003.du001.f06,FADU
fa003.du001.f03,FADU,,,fa003.du001.f07,FADU
fa003.du001.f04,FADU,,,fa003.du001.f08,FADU
fa003.du002.f01,FADU,,,fa003.du002.f05,FADU
fa003.du002.f02,FADU,,,fa003.du002.f06,FADU
fa003.du002.f03,FADU,,,fa003.du002.f07,FADU
fa003.du002.f04,FADU,,,fa003.du002.f08,FADU
fa003.du003.f01,FADU,,,fa003.du003.f05,FADU
fa003.du003.f02,FADU,,,fa003.du003.f06,FADU
fa003.du003.f03,FADU,,,fa003.du003.f07,FADU
fa003.du003.f04,FADU,,,fa003.du003.f08,FADU
fa003.du004.f01,FADU,,,fa003.du004.f05,FADU
fa003.du004.f02,FADU,,,fa003.du004.f06,FADU
fa003.du004.f03,FADU,,,fa003.du004.f07,FADU
fa003.du004.f04,FADU,,,fa003.du004.f08,FADU
fa004.du001.f01,FADU,,,fa004.du001.f05,FADU
fa004.du001.f02,FADU,,,fa004.du001.f06,FADU
fa004.du001.f03,FADU,,,fa004.du001.f07,FADU
fa004.du001.f04,FADU,,,fa004.du001.f08,FADU
fa004.du002.f01,FADU,,,fa004.du002.f05,FADU
fa004.du002.f02,FADU,,,fa004.du002.f06,FADU
fa004.du002.f03,FADU,,,fa004.du002.f07,FADU
fa004.du002.f04,FADU,,,fa004.du002.f08,FADU
fa004.du003.f01,FADU,,,fa004.du003.f05,FADU
fa004.du003.f02,FADU,,,fa004.du003.f06,FADU
fa004.du003.f03,FADU,,,fa004.du003.f07,FADU
fa004.du003.f04,FADU,,,fa004.du003.f08,FADU
fa004.du004.f01,FADU,,,fa004.du004.f05,FADU
fa004.du004.f02,FADU,,,fa004.du004.f06,FADU
fa004.du004.f03,FADU,,,fa004.du004.f07,FADU
fa004.du004.f04,FADU,,,fa004.du004.f08,FADU
ssw001.s001.f01,SSW,,,ssw001.s001.f01,SSW
ssw001.s001.f02,SSW,,,ssw001.s001.f02,SSW
ssw001.s001.f03,SSW,,,ssw001.s001.f03,SSW
ssw001.s001.f04,SSW,,,ssw001.s001.f04,SSW
ssw001.s002.f01,SSW,,,ssw001.s002.f01,SSW
ssw001.s002.f02,SSW,,,ssw001.s002.f02,SSW
ssw001.s002.f03,SSW,,,ssw001.s002.f03,SSW
ssw001.s002.f04,SSW,,,ssw001.s002.f04,SSW
ssw001.s003.f01,SSW,,,ssw001.s003.f01,SSW
ssw001.s003.f02,SSW,,,ssw001.s003.f02,SSW
ssw001.s003.f03,SSW,,,ssw001.s003.f03,SSW
ssw001.s003.f04,SSW,,,ssw001.s003.f04,SSW
ssw001.s004.f01,SSW,,,ssw001.s004.f01,SSW
ssw001.s004.f02,SSW,,,ssw001.s004.f02,SSW
ssw001.s004.f03,SSW,,,ssw001.s004.f03,SSW
ssw001.s004.f04,SSW,,,ssw001.s004.f04,SSW
ssw002.s001.f01,SSW,,,ssw002.s001.f01,SSW
ssw002.s001.f02,SSW,,,ssw002.s001.f02,SSW
ssw002.s001.f03,SSW,,,ssw002.s001.f03,SSW
ssw002.s001.f04,SSW,,,ssw002.s001.f04,SSW
ssw002.s002.f01,SSW,,,ssw002.s002.f01,SSW
ssw002.s002.f02,SSW,,,ssw002.s002.f02,SSW
ssw002.s002.f03,SSW,,,ssw002.s002.f03,SSW
ssw002.s002.f04,SSW,,,ssw002.s002.f04,SSW
ssw002.s003.f01,SSW,,,ssw002.s003.f01,SSW
ssw002.s003.f02,SSW,,,ssw002.s003.f02,SSW
ssw002.s003.f03,SSW,,,ssw002.s003.f03,SSW
ssw002.s003.f04,SSW,,,ssw002.s003.f04,SSW
ssw002.s004.f01,SSW,,,ssw002.s004.f01,SSW
ssw002.s004.f02,SSW,,,ssw002.s004.f02,SSW
ssw002.s004.f03,SSW,,,ssw002.s004.f03,SSW
ssw002.s004.f04,SSW,,,ssw002.s004.f04,SSW
ssw003.s001.f01,SSW,,,ssw003.s001.f01,SSW
ssw003.s001.f02,SSW,,,ssw003.s001.f02,SSW
ssw003.s001.f03,SSW,,,ssw003.s001.f03,SSW
ssw003.s001.f04,SSW,,,ssw003.s001.f04,SSW
ssw003.s002.f01,SSW,,,ssw003.s002.f01,SSW
ssw003.s002.f02,SSW,,,ssw003.s002.f02,SSW
ssw003.s002.f03,SSW,,,ssw003.s002.f03,SSW
ssw003.s002.f04,SSW,,,ssw003.s002.f04,SSW
ssw003.s003.f01,SSW,,,ssw003.s003.f01,SSW
ssw003.s003.f02,SSW,,,ssw003.s003.f02,SSW
ssw003.s003.f03,SSW,,,ssw003.s003.f03,SSW
ssw003.s003.f04,SSW,,,ssw003.s003.f04,SSW
ssw003.s004.f01,SSW,,,ssw003.s004.f01,SSW
ssw003.s004.f02,SSW,,,ssw003.s004.f02,SSW
ssw003.s004.f03,SSW,,,ssw003.s004.f03,SSW
ssw003.s004.f04,SSW,,,ssw003.s004.f04,SSW
ssw004.s001.f01,SSW,,,ssw004.s001.f01,SSW
ssw004.s001.f02,SSW,,,ssw004.s001.f02,SSW
ssw004.s001.f03,SSW,,,ssw004.s001.f03,SSW
ssw004.s001.f04,SSW,,,ssw004.s001.f04,SSW
ssw004.s002.f01,SSW,,,ssw004.s002.f01,SSW
ssw004.s002.f02,SSW,,,ssw004.s002.f02,SSW
ssw004.s002.f03,SSW,,,ssw004.s002.f03,SSW
ssw004.s002.f04,SSW,,,ssw004.s002.f04,SSW
ssw004.s003.f01,SSW,,,ssw004.s003.f01,SSW
ssw004.s003.f02,SSW,,,ssw004.s003.f02,SSW
ssw004.s003.f03,SSW,,,ssw004.s003.f03,SSW
ssw004.s003.f04,SSW,,,ssw004.s003.f04,SSW
ssw004.s004.f01,SSW,,,ssw004.s004.f01,SSW
ssw004.s004.f02,SSW,,,ssw004.s004.f02,SSW
ssw004.s004.f03,SSW,,,ssw004.s004.f03,SSW
ssw004.s004.f04,SSW,,,ssw004.s004.f04,SSW
fsw001.p001.f01,FSW,,,fsw001.p001.f01,FSW
fsw001.p001.f02,FSW,,,fsw001.p001.f02,FSW
fsw001.p001.f03,FSW,,,fsw001.p001.f03,FSW
fsw001.p001.f04,FSW,,,fsw001.p001.f04,FSW
fsw001.p002.f01,FSW,,,fsw001.p002.f01,FSW
fsw001.p002.f02,FSW,,,fsw001.p002.f02,FSW
fsw001.p002.f03,FSW,,,fsw001.p002.f03,FSW
fsw001.p002.f04,FSW,,,fsw001.p002.f04,FSW
fsw001.p003.f01,FSW,,,fsw001.p003.f01,FSW
fsw001.p003.f02,FSW,,,fsw001.p003.f02,FSW
fsw001.p003.f03,FSW,,,fsw001.p003.f03,FSW
fsw001.p003.f04,FSW,,,fsw001.p003.f04,FSW
fsw001.p004.f01,FSW,,,fsw001.p004.f01,FSW
fsw001.p004.f02,FSW,,,fsw001.p004.f02,FSW
fsw001.p004.f03,FSW,,,fsw001.p004.f03,FSW
fsw001.p004.f04,FSW,,,fsw001.p004.f04,FSW
fsw002.p001.f01,FSW,,,fsw002.p001.f01,FSW
fsw002.p001.f02,FSW,,,fsw002.p001.f02,FSW
fsw002.p001.f03,FSW,,,fsw002.p001.f03,FSW
fsw002.p001.f04,FSW,,,fsw002.p001.f04,FSW
fsw002.p002.f01,FSW,,,fsw002.p002.f01,FSW
fsw002.p002.f02,FSW,,,fsw002.p002.f02,FSW
fsw002.p002.f03,FSW,,,fsw002.p002.f03,FSW
fsw002.p002.f04,FSW,,,fsw002.p002.f04,FSW
fsw002.p003.f01,FSW,,,fsw002.p003.f01,FSW
fsw002.p003.f02,FSW,,,fsw002.p003.f02,FSW
fsw002.p003.f03,FSW,,,fsw002.p003.f03,FSW
fsw002.p003.f04,FSW,,,fsw002.p003.f04,FSW
fsw002.p004.f01,FSW,,,fsw002.p004.f01,FSW
fsw002.p004.f02,FSW,,,fsw002.p004.f02,FSW
fsw002.p004.f03,FSW,,,fsw002.p004.f03,FSW
fsw002.p004.f04,FSW,,,fsw002.p004.f04,FSW
fsw003.p001.f01,FSW,,,fsw003.p001.f01,FSW
fsw003.p001.f02,FSW,,,fsw003.p001.f02,FSW
fsw003.p001.f03,FSW,,,fsw003.p001.f03,FSW
fsw003.p001.f04,FSW,,,fsw003.p001.f04,FSW
fsw003.p002.f01,FSW,,,fsw003.p002.f01,FSW
fsw003.p002.f02,FSW,,,fsw003.p002.f02,FSW
fsw003.p002.f03,FSW,,,fsw003.p002.f03,FSW
fsw003.p002.f04,FSW,,,fsw003.p002.f04,FSW
fsw003.p003.f01,FSW,,,fsw003.p003.f01,FSW
fsw003.p003.f02,FSW,,,fsw003.p003.f02,FSW
fsw003.p003.f03,FSW,,,fsw003.p003.f03,FSW
fsw003.p003.f04,FSW,,,fsw003.p003.f04,FSW
fsw003.p004.f01,FSW,,,fsw003.p004.f01,FSW
fsw003.p004.f02,FSW,,,fsw003.p004.f02,FSW
fsw003.p004.f03,FSW,,,fsw003.p004.f03,FSW
fsw003.p004.f04,FSW,,,fsw003.p004.f04,FSW
fsw004.p001.f01,FSW,,,fsw004.p001.f01,FSW
fsw004.p001.f02,FSW,,,fsw004.p001.f02,FSW
fsw004.p001.f03,FSW,,,fsw004.p001.f03,FSW
fsw004.p001.f04,FSW,,,fsw004.p001.f04,FSW
fsw004.p002.f01,FSW,,,fsw004.p002.f01,FSW
fsw004.p002.f02,FSW,,,fsw004.p002.f02,FSW
fsw004.p002.f03,FSW,,,fsw004.p002.f03,FSW
fsw004.p002.f04,FSW,,,fsw004.p002.f04,FSW
fsw004.p003.f01,FSW,,,fsw004.p003.f01,FSW
fsw004.p003.f02,FSW,,,fsw004.p003.f02,FSW
fsw004.p003.f03,FSW,,,fsw004.p003.f03,FSW
fsw004.p003.f04,FSW,,,fsw004.p003.f04,FSW
fsw004.p004.f01,FSW,,,fsw004.p004.f01,FSW
fsw004.p004.f02,FSW,,,fsw004.p004.f02,FSW
fsw004.p004.f03,FSW,,,fsw004.p004.f03,FSW
fsw004.p004.f04,FSW,,,fsw004.p004.f04,FSW
rsw.f01,RSW,,,rsw.f01,RSW
rsw.f02,RSW,,,rsw.f02,RSW
rsw.f03,RSW,,,rsw.f03,RSW
rsw.f04,RSW,,,rsw.f04,RSW
